Series Name,"Series Code","Country Name","Country Code","2016 [YR2016]"
Net ODA received per capita (current US$),"DT.ODA.ODAT.PC.ZS","United Arab Emirates","ARE",".."
Net ODA received per capita (current US$),"DT.ODA.ODAT.PC.ZS","United Kingdom","GBR",".."
Net ODA received per capita (current US$),"DT.ODA.ODAT.PC.ZS","United States","USA",".."
Net ODA received per capita (current US$),"DT.ODA.ODAT.PC.ZS","Uruguay","URY","5.34600203997579"
Net ODA received per capita (current US$),"DT.ODA.ODAT.PC.ZS","Uzbekistan","UZB","16.0465835358994"
Net ODA received per capita (current US$),"DT.ODA.ODAT.PC.ZS","Vanuatu","VUT","455.938552220597"
Net ODA received per capita (current US$),"DT.ODA.ODAT.PC.ZS","Venezuela, RB","VEN","1.41242454064469"
Net ODA received per capita (current US$),"DT.ODA.ODAT.PC.ZS","Viet Nam","VNM","31.2056091810249"
Net ODA received per capita (current US$),"DT.ODA.ODAT.PC.ZS","Virgin Islands (U.S.)","VIR",".."
Net ODA received per capita (current US$),"DT.ODA.ODAT.PC.ZS","West Bank and Gaza","PSE","549.945389721796"
Net ODA received per capita (current US$),"DT.ODA.ODAT.PC.ZS","Yemen, Rep.","YEM","78.6059284761229"
Net ODA received per capita (current US$),"DT.ODA.ODAT.PC.ZS","Zambia","ZMB","57.6379888747613"
Net ODA received per capita (current US$),"DT.ODA.ODAT.PC.ZS","Zimbabwe","ZWE","45.2683456327619"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Afghanistan","AFG","523.053011984748"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Albania","ALB","4124.05538986272"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Algeria","DZA","4481.08196153066"
GDP per capita (current US$),"NY.GDP.PCAP.CD","American Samoa","ASM","13300.8246114811"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Andorra","AND","39931.2169800216"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Angola","AGO","1809.70937719455"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Antigua and Barbuda","ATG","16449.0591470407"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Argentina","ARG","12790.2641396135"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Armenia","ARM","3679.95234740376"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Aruba","ABW","28449.7129463044"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Australia","AUS","49918.7939327254"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Austria","AUT","45307.5878620429"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Azerbaijan","AZE","3880.6852276838"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Bahamas, The","BHS","29661.1410792573"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Bahrain","BHR","22877.9351764172"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Bangladesh","BGD","1659.88817301175"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Barbados","BRB","17398.9870769319"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Belarus","BLR","5039.77560949445"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Belgium","BEL","42012.6227191016"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Belize","BLZ","6099.95710191497"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Benin","BEN","1049.82030361083"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Bermuda","BMU","106885.878489327"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Bhutan","BTN","3097.96123360501"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Bolivia","BOL","3013.50270721666"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Bosnia and Herzegovina","BIH","4917.26376596306"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Botswana","BWA","6411.5518615966"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Brazil","BRA","8680.73646873878"
GDP per capita (current US$),"NY.GDP.PCAP.CD","British Virgin Islands","VGB",".."
GDP per capita (current US$),"NY.GDP.PCAP.CD","Brunei Darussalam","BRN","26762.0350436621"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Bulgaria","BGR","7570.93165511708"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Burkina Faso","BFA","665.786328598963"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Burundi","BDI","242.539527292978"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Cabo Verde","CPV","3312.69674458487"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Cambodia","KHM","1281.10597105412"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Cameroon","CMR","1426.0654809805"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Canada","CAN","42314.0615817218"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Cayman Islands","CYM","78858.2796562866"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Central African Republic","CAF","372.135456093031"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Chad","TCD","691.980077427731"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Channel Islands","CHI","55411.7047967069"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Chile","CHL","13788.2400083224"
GDP per capita (current US$),"NY.GDP.PCAP.CD","China","CHN","8094.39016735149"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Colombia","COL","5936.26102166829"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Comoros","COM","1357.26622979616"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Congo, Dem. Rep.","COD","456.027950583624"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Congo, Rep.","COG","2107.51861826924"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Costa Rica","CRI","11899.8139833748"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Cote d'Ivoire","CIV","1999.19537179625"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Croatia","HRV","12634.3195701712"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Cuba","CUB","8055.92586780018"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Curacao","CUW","18944.0961493998"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Cyprus","CYP","24715.142578125"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Czechia","CZE","18575.2320271915"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Denmark","DNK","54663.9983719195"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Djibouti","DJI","2545.73879850905"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Dominica","DMA","8223.04145029796"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Dominican Republic","DOM","7191.06970308651"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Ecuador","ECU","5941.23470878371"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Egypt, Arab Rep.","EGY","3331.61246134688"
GDP per capita (current US$),"NY.GDP.PCAP.CD","El Salvador","SLV","3870.31298246063"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Equatorial Guinea","GNQ","8035.3076664385"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Eritrea","ERI",".."
GDP per capita (current US$),"NY.GDP.PCAP.CD","Estonia","EST","18295.3429322114"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Ethiopia","ETH","705.617508543589"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Faroe Islands","FRO","56833.9165410522"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Fiji","FJI","5368.43350276363"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Finland","FIN","43814.0265056965"
GDP per capita (current US$),"NY.GDP.PCAP.CD","France","FRA","37062.5335723829"
GDP per capita (current US$),"NY.GDP.PCAP.CD","French Polynesia","PYF","18726.6394704764"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Gabon","GAB","6722.19822269059"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Gambia, The","GMB","640.676265282984"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Georgia","GEO","4143.40125686315"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Germany","DEU","42136.1207907991"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Ghana","GHA","1900.39769521465"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Gibraltar","GIB",".."
GDP per capita (current US$),"NY.GDP.PCAP.CD","Greece","GRC","17923.9668134716"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Greenland","GRL","48181.7453541266"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Grenada","GRD","8849.51353500776"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Guam","GUM","35052.8079075238"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Guatemala","GTM","4173.28134863663"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Guinea","GIN","720.473255172646"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Guinea-Bissau","GNB","678.680279492738"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Guyana","GUY","5905.38019563205"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Haiti","HTI","1313.18609457981"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Honduras","HND","2295.53627000423"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Hong Kong SAR, China","HKG","43734.1980702999"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Hungary","HUN","13104.6995457458"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Iceland","ISL","61987.9263620283"
GDP per capita (current US$),"NY.GDP.PCAP.CD","India","IND","1714.27953738629"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Indonesia","IDN","3558.81885175737"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Iran, Islamic Rep.","IRN","5497.24323254699"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Iraq","IRQ","4308.84808910054"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Ireland","IRL","62784.0656875694"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Isle of Man","IMN","82041.6724147014"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Israel","ISR","37690.4739511859"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Italy","ITA","30960.7315088902"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Jamaica","JAM","5022.70017844299"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Japan","JPN","39375.4731620781"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Jordan","JOR","4003.40474641177"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Kazakhstan","KAZ","7714.84184376024"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Kenya","KEN","1562.07661862777"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Kiribati","KIR","1743.76286839846"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Korea, Dem. People's Rep.","PRK",".."
GDP per capita (current US$),"NY.GDP.PCAP.CD","Korea, Rep.","KOR","29280.4403170048"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Kosovo","XKX","3759.47285515454"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Kuwait","KWT","27026.7729279269"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Kyrgyz Republic","KGZ","1120.66705800127"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Lao PDR","LAO","2309.04999818095"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Latvia","LVA","14331.7515885049"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Lebanon","LBN","8172.29947599133"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Lesotho","LSO","986.265249840927"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Liberia","LBR","722.131226789418"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Libya","LBY","7945.00421529319"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Liechtenstein","LIE","165845.995200652"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Lithuania","LTU","15008.3132445526"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Luxembourg","LUX","106899.293549552"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Macao SAR, China","MAC","71919.054918813"
GDP per capita (current US$),"NY.GDP.PCAP.CD","North Macedonia","MKD","5598.48622617967"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Madagascar","MDG","464.61615837171"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Malawi","MWI","454.443266065248"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Malaysia","MYS","9555.66959336559"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Maldives","MDV","9708.14134853645"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Mali","MLI","750.051809102295"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Malta","MLT","25623.9416320597"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Marshall Islands","MHL","4156.93912680937"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Mauritania","MRT","1579.20071673512"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Mauritius","MUS","9965.72531085228"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Mexico","MEX","9152.73722379028"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Micronesia, Fed. Sts.","FSM","2956.56129178986"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Moldova","MDA","2847.08794770479"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Monaco","MCO","174412.494536127"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Mongolia","MNG","3690.75677759847"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Montenegro","MNE","7033.43962398373"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Morocco","MAR","3132.9521484375"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Mozambique","MOZ","435.760991009624"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Myanmar","MMR","1219.80143924907"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Namibia","NAM","4614.89207493896"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Nauru","NRU","8528.63015087044"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Nepal","NPL","880.224893639824"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Netherlands","NLD","46039.1059284098"
GDP per capita (current US$),"NY.GDP.PCAP.CD","New Caledonia","NCL","32286.9104984753"
GDP per capita (current US$),"NY.GDP.PCAP.CD","New Zealand","NZL","40070.8956577431"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Nicaragua","NIC","2079.45373495517"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Niger","NER","497.036120831726"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Nigeria","NGA","2144.78034442697"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Northern Mariana Islands","MNP","24054.9156122269"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Norway","NOR","70867.3609970749"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Oman","OMN","17082.2061998982"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Pakistan","PAK","1468.82208238833"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Palau","PLW","17142.1292548657"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Panama","PAN","14382.2323819969"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Papua New Guinea","PNG","2332.67588834678"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Paraguay","PRY","5759.04219789251"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Peru","PER","6163.86042474328"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Philippines","PHL","3038.15203684461"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Poland","POL","12378.8128106111"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Portugal","PRT","19991.9724878805"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Puerto Rico","PRI","30627.1634017011"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Qatar","QAT","58467.2355711087"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Romania","ROU","9404.38125929526"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Russian Federation","RUS","8663.158203125"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Rwanda","RWA","728.802757896536"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Samoa","WSM","4105.8109051951"
GDP per capita (current US$),"NY.GDP.PCAP.CD","San Marino","SMR","43398.4285257227"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Sao Tome and Principe","STP","1428.25790783907"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Saudi Arabia","SAU","19930.4111440325"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Senegal","SEN","1290.74997126951"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Serbia","SRB","5765.20335248009"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Seychelles","SYC","16566.9946042294"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Sierra Leone","SLE","515.447839602837"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Singapore","SGP","56899.9181805173"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Sint Maarten (Dutch part)","SXM","36597.6920061528"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Slovak Republic","SVK","16563.4404971229"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Slovenia","SVN","21678.3594670629"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Solomon Islands","SLB","2196.28389055503"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Somalia","SOM","517.097581505502"
GDP per capita (current US$),"NY.GDP.PCAP.CD","South Africa","ZAF","5735.06678717842"
GDP per capita (current US$),"NY.GDP.PCAP.CD","South Sudan","SSD",".."
GDP per capita (current US$),"NY.GDP.PCAP.CD","Spain","ESP","26537.1594894542"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Sri Lanka","LKA","4107.82977539914"
GDP per capita (current US$),"NY.GDP.PCAP.CD","St. Kitts and Nevis","KNA","21068.4380706143"
GDP per capita (current US$),"NY.GDP.PCAP.CD","St. Lucia","LCA","10591.8750003936"
GDP per capita (current US$),"NY.GDP.PCAP.CD","St. Martin (French part)","MAF",".."
GDP per capita (current US$),"NY.GDP.PCAP.CD","St. Vincent and the Grenadines","VCT","7684.79283998852"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Sudan","SDN","1082.61657714844"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Suriname","SUR","5705.39948731743"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Eswatini","SWZ","3339.99040122187"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Sweden","SWE","51965.1571531985"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Switzerland","CHE","82153.0745447889"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Syrian Arab Republic","SYR","664.294847192603"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Tajikistan","TJK","801.39383995978"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Tanzania","TZA","942.889038085938"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Thailand","THA","5854.4639077194"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Timor-Leste","TLS","1349.54677672507"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Togo","TGO","792.44099138624"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Tonga","TON","3978.43768561484"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Trinidad and Tobago","TTO","16139.105257595"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Tunisia","TUN","3796.1095999439"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Turkiye","TUR","10970.0458948862"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Turkmenistan","TKM","6163.25340597611"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Turks and Caicos Islands","TCA","26995.0321602259"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Tuvalu","TUV","3836.07300251003"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Uganda","UGA","753.684405508036"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Ukraine","UKR","2187.7275390625"
GDP per capita (current US$),"NY.GDP.PCAP.CD","United Arab Emirates","ARE","41054.5395698941"
GDP per capita (current US$),"NY.GDP.PCAP.CD","United Kingdom","GBR","40985.2351382417"
GDP per capita (current US$),"NY.GDP.PCAP.CD","United States","USA","58206.6141931844"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Uruguay","URY","16837.9403803049"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Uzbekistan","UZB","2704.6771888938"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Vanuatu","VUT","2757.20330593386"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Venezuela, RB","VEN",".."
GDP per capita (current US$),"NY.GDP.PCAP.CD","Viet Nam","VNM","2760.71710111715"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Virgin Islands (U.S.)","VIR","35324.9748874586"
GDP per capita (current US$),"NY.GDP.PCAP.CD","West Bank and Gaza","PSE","3527.61382413178"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Yemen, Rep.","YEM","1069.81700944581"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Zambia","ZMB","1249.92314348406"
GDP per capita (current US$),"NY.GDP.PCAP.CD","Zimbabwe","ZWE","1421.78779140568"
"Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","Afghanistan","AFG","-79585268.7492387"
"Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","Albania","ALB","-1037328978.03745"
"Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","Algeria","DZA","-1591723072.05371"
"Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","American Samoa","ASM",".."
"Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","Andorra","AND",".."
"Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","Angola","AGO","452522618.92"
"Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","Antigua and Barbuda","ATG","-59449394.19469"
"Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","Argentina","ARG","-1473633407.02589"
"Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","Armenia","ARM","-263304563.14508"
"Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","Aruba","ABW","-27969592.9352082"
"Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","Australia","AUS","-46078869963.9714"
"Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","Austria","AUT","2023538039.87874"
"Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","Azerbaijan","AZE","-1926065000"
"Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","Bahamas, The","BHS","-390400036.41"
"Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","Bahrain","BHR","-1123404255.31915"
"Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","Bangladesh","BGD","-2292208318.36861"
"Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","Barbados","BRB","-462836986.468919"
"Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","Belarus","BLR","-1124000000"
"Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","Belgium","BEL","-22983198267.7305"
"Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","Belize","BLZ","-31014601.3091005"
"Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","Benin","BEN","-114409648.300061"
"Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","Bermuda","BMU","168557638.692137"
"Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","Bhutan","BTN","-11884162.3485119"
"Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","Bolivia","BOL","-246499489.903112"
"Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","Bosnia and Herzegovina","BIH","-309306445.243284"
"Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","Botswana","BWA","27171118.1530404"
"Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","Brazil","BRA","-59601145882.35"
"Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","British Virgin Islands","VGB",".."
"Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","Brunei Darussalam","BRN","150550827.310313"
"Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","Bulgaria","BGR","-661410000"
"Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","Burkina Faso","BFA","-340113213.36968"
"Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","Burundi","BDI","606807.57794306"
"Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","Cabo Verde","CPV","-118483738.416594"
"Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","Cambodia","KHM","-2396841375.10403"
"Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","Cameroon","CMR","-702817614.103996"
"Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","Canada","CAN","33404095512.7527"
"Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","Cayman Islands","CYM","-2725340002.86855"
"Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","Central African Republic","CAF",".."
"Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","Chad","TCD",".."
"Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","Channel Islands","CHI",".."
"Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","Chile","CHL","-3486979467.71747"
"Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","China","CHN","41674876169.524"
"Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","Colombia","COL","-9340585800.77668"
"Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","Comoros","COM","-3569823.72997216"
"Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","Congo, Dem. Rep.","COD","-932374669.380907"
"Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","Congo, Rep.","COG","1147138978.64047"
"Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","Costa Rica","CRI","-2127035024.21393"
"Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","Cote d'Ivoire","CIV","-549220091.283453"
"Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","Croatia","HRV","-2224818006.07302"
"Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","Cuba","CUB",".."
"Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","Curacao","CUW","-95363128.4916201"
"Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","Cyprus","CYP","-2086206013.35211"
"Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","Czechia","CZE","-7711369348.17033"
"Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","Denmark","DNK","10094434246.7277"
"Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","Djibouti","DJI","-159997974.353059"
"Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","Dominica","DMA","-41382233.847963"
"Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","Dominican Republic","DOM","-2406700000"
"Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","Ecuador","ECU","-764176868.122241"
"Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","Egypt, Arab Rep.","EGY","-7900200000"
"Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","El Salvador","SLV","-347852921.553821"
"Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","Equatorial Guinea","GNQ",".."
